,Player,Team,FF Pts,Plays,TRGT,REC,RCYDS,RCTDS,RUATT,RUYDS,RUTDS,INT,FUM,Week,Season
0,Tony Gonzalez,ATL,18.3,14,14,13,123,1,0,0,0,0,0,1,2012
1,Jason Witten,DAL,17.2,14,14,13,112,1,0,0,0,0,0,1,2012
2,Brent Celek,PHI,12.6,10,10,7,66,1,0,0,0,0,0,1,2012
3,Fred Davis,WAS,12.4,10,10,9,124,0,0,0,0,0,0,1,2012
4,Marcedes Lewis,JAC,11.6,10,10,8,56,1,0,0,0,0,0,1,2012
5,J. Gresham,CIN,10.7,11,11,10,107,0,0,0,0,0,0,1,2012
6,Dwayne Allen,IND,9.8,5,5,4,38,1,0,0,0,0,0,1,2012
7,Jared Cook,TEN,9.7,8,8,5,37,1,0,0,0,0,0,1,2012
8,Kellen Davis,CHI,8.8,8,8,5,88,0,0,0,0,0,0,1,2012
9, Kyle Rudolph,MIN,8.3,7,7,4,23,1,0,0,0,0,0,1,2012
10, Joel Dreessen,DEN,7.7,3,3,2,17,1,0,0,0,0,0,1,2012
11, Jimmy Graham,NO,7.6,9,9,7,76,0,0,0,0,0,0,1,2012
12, Bear Pascoe,NYG,7.3,3,3,2,13,1,0,0,0,0,0,1,2012
13, Lance Kendricks,LAR,6.7,2,2,1,7,1,0,0,0,0,0,1,2012
14, J. Finley,GB,6.5,10,10,7,65,0,0,0,0,0,0,1,2012
15, Zach Miller,SEA,5.9,3,3,3,59,0,0,0,0,0,0,1,2012
16, Rob Housler,ARI,4.5,6,6,3,45,0,0,0,0,0,0,1,2012
17, Heath Miller,PIT,4.1,5,5,4,41,0,0,0,0,0,0,1,2012
18, Coby Fleener,IND,4.1,9,9,5,41,0,0,0,0,0,0,1,2012
19, Jacob Tamme,DEN,3.8,6,6,5,38,0,0,0,0,0,0,1,2012
20, Greg Olsen,CAR,3.7,3,3,2,37,0,0,0,0,0,0,1,2012
21, Charles Clay,MIA,3.5,5,5,3,35,0,0,0,0,0,0,1,2012
22, Rhett Ellison,MIN,3.5,2,2,2,35,0,0,0,0,0,0,1,2012
23, M. Bennett,NYG,3.2,7,7,4,32,0,0,0,0,0,0,1,2012
24, Niles Paul,WAS,3,2,2,1,30,0,0,0,0,0,0,1,2012
25, Anthony Fasano,MIA,2.8,4,4,3,28,0,0,0,0,0,0,1,2012
26, Jordan Cameron,CLE,2.6,2,2,2,26,0,0,0,0,0,0,1,2012
27, Brandon Myers,LVR,2.2,2,2,1,22,0,0,0,0,0,0,1,2012
28, Tom Crabtree,GB,2.2,2,2,2,22,0,0,0,0,0,0,1,2012
29, Dennis Pitta,BAL,2.2,4,4,3,22,0,0,0,0,0,0,1,2012
30, DJ Williams,GB,2,4,4,2,20,0,0,0,0,0,0,1,2012
31, Dallas Clark,TB,1.5,4,4,3,15,0,0,0,0,0,0,1,2012
32, Clay Harbor,PHI,1.5,2,2,2,15,0,0,0,0,0,0,1,2012
33, Craig Stevens,TEN,1.4,4,4,2,14,0,0,0,0,0,1,1,2012
34, Ed Dickson,BAL,1.1,1,1,1,11,0,0,0,0,0,0,1,2012
35, Orson Charles,CIN,1,1,1,1,10,0,0,0,0,0,0,1,2012
36, David Ausberry,LVR,0.9,2,2,1,9,0,0,0,0,0,0,1,2012
37, David Paulson,PIT,0.8,1,1,1,8,0,0,0,0,0,0,1,2012
38, Tommy Gallarda,ATL,0.7,2,2,1,7,0,0,0,0,0,0,1,2012
39, Taylor Thompson,TEN,0.7,2,2,1,7,0,0,0,0,0,0,1,2012
40, David Thomas,NO,0.6,2,2,1,6,0,0,0,0,0,0,1,2012
41, Luke Stocker,TB,0.5,2,2,1,5,0,0,0,0,0,0,1,2012
42, Jeff King,ARI,0.4,1,1,1,4,0,0,0,0,0,0,1,2012
43, John Carlson,MIN,0.2,1,1,1,2,0,0,0,0,0,0,1,2012
44, Benjamin Watson,CLE,0.1,3,3,1,1,0,0,0,0,0,0,1,2012
45, Daniel Graham,NO,0,0,0,0,0,0,0,0,0,0,0,1,2012
46, Ben Hartsock,CAR,0,1,1,0,0,0,0,0,0,0,0,1,2012
47, Leonard Pope,PIT,0,0,0,0,0,0,0,0,0,0,0,1,2012
48, Matt Spaeth,CHI,0,0,0,0,0,0,0,0,0,0,0,1,2012
49, Gary Barnidge,CAR,0,0,0,0,0,0,0,0,0,0,0,1,2012
50, M. Mulligan,LAR,0,0,0,0,0,0,0,0,0,0,0,1,2012
51, John Phillips,DAL,0,0,0,0,0,0,0,0,0,0,0,1,2012
52, Jake O'Connell,KC,0,0,0,0,0,0,0,0,0,0,0,1,2012
53, Evan Moore,SEA,0,0,0,0,0,0,0,0,0,0,0,1,2012
54, Zach Potter,JAC,0,1,1,0,0,0,0,0,0,0,0,1,2012
55, Tony Moeaki,KC,0,1,1,0,0,0,0,0,0,0,0,1,2012
56, Anthony McCoy,SEA,0,2,2,0,0,0,0,0,0,0,0,1,2012
57, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,1,2012
58, Jeron Mastrud,MIA,0,0,0,0,0,0,0,0,0,0,0,1,2012
59, Steve Maneri,KC,0,0,0,0,0,0,0,0,0,0,0,1,2012
60, Logan Paulsen,WAS,0,1,1,0,0,0,0,0,0,0,0,1,2012
61, Julius Thomas,DEN,0,0,0,0,0,0,0,0,0,0,0,1,2012
62, Ryan Taylor,GB,0,0,0,0,0,0,0,0,0,0,0,1,2012
63, Kyle Adams,CHI,0,1,1,0,0,0,0,0,0,0,0,1,2012
64, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,1,2012
65, Adrien Robinson,NYG,0,0,0,0,0,0,0,0,0,0,0,1,2012
66, Danny Noble,TB,0,0,0,0,0,0,0,0,0,0,0,1,2012
67, Bradley Sowell,IND,0,0,0,0,0,0,0,0,0,0,0,1,2012
68, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,1,2012
69, Dominique Jones,IND,0,0,0,0,0,0,0,0,0,0,0,1,2012
70, James Hanna,DAL,0,0,0,0,0,0,0,0,0,0,0,1,2012
0,Vernon Davis,SF,14.3,12,12,8,143,0,0,0,0,0,0,2,2012
1,Owen Daniels,HOU,13.9,5,5,4,79,1,0,0,0,0,0,2,2012
2,J. Gresham,CIN,12.8,7,7,3,68,1,0,0,0,0,0,2,2012
3,Kyle Rudolph,MIN,11.6,11,11,6,56,1,0,0,0,0,0,2,2012
4,Jeff Cumberland,NYJ,11.1,5,5,2,51,1,0,0,0,0,0,2,2012
5,Rob Gronkowski,NE,9.6,14,14,10,96,0,0,0,0,0,0,2,2012
6,Anthony Fasano,MIA,9.3,6,6,4,33,1,0,0,0,0,0,2,2012
7,Aaron Hernandez,NE,9,9,9,6,30,1,0,0,0,0,0,2,2012
8,Jason Witten,DAL,8.8,7,7,6,88,0,0,0,0,0,0,2,2012
9, Tony Scheffler,DET,8.1,5,5,3,81,0,0,0,0,0,0,2,2012
10, Joel Dreessen,DEN,8.1,4,4,4,21,1,0,0,0,0,0,2,2012
11, Heath Miller,PIT,6.7,9,9,6,67,0,0,0,0,0,0,2,2012
12, Benjamin Watson,CLE,6.6,5,5,2,6,1,0,0,0,0,0,2,2012
13, Brandon Myers,LVR,6.2,7,7,5,62,0,0,0,0,0,0,2,2012
14, Jared Cook,TEN,5.4,4,4,4,54,0,0,0,0,0,0,2,2012
15, James Casey,HOU,5.3,5,5,4,53,0,0,0,0,0,0,2,2012
16, Jacob Tamme,DEN,5,11,11,6,50,0,0,0,0,0,0,2,2012
17, Fred Davis,WAS,4.6,4,4,3,46,0,0,0,0,0,0,2,2012
18, Scott Chandler,BUF,4.4,9,9,5,44,0,0,0,0,0,1,2,2012
19, Tony Gonzalez,ATL,4.2,7,7,4,42,0,0,0,0,0,0,2,2012
20, Coby Fleener,IND,4.2,6,6,4,42,0,0,0,0,0,0,2,2012
21, Steve Maneri,KC,4.1,5,5,4,41,0,0,0,0,0,0,2,2012
22, Lance Kendricks,LAR,4,4,4,4,40,0,0,0,0,0,0,2,2012
23, B. Pettigrew,DET,3.8,7,7,3,38,0,0,0,0,0,0,2,2012
24, Jordan Cameron,CLE,3.8,3,3,2,38,0,0,0,0,0,0,2,2012
25, Daniel Fells,NE,3.5,3,3,1,35,0,0,0,0,0,0,2,2012
26, Brent Celek,PHI,3.3,8,8,4,33,0,0,0,0,0,0,2,2012
27, Dennis Pitta,BAL,3.3,5,5,4,33,0,0,0,0,0,0,2,2012
28, Dwayne Allen,IND,3.3,4,4,2,33,0,0,0,0,0,0,2,2012
29, Zach Miller,SEA,2.9,2,2,2,29,0,0,0,0,0,1,2,2012
30, Antonio Gates,LAC,1.9,7,7,3,19,0,0,0,0,0,0,2,2012
31, John Phillips,DAL,1.9,2,2,1,19,0,0,0,0,0,0,2,2012
32, Tony Moeaki,KC,1.8,2,2,1,18,0,0,0,0,0,0,2,2012
33, Dante Rosario,LAC,1.6,1,1,1,16,0,0,0,0,0,0,2,2012
34, Rhett Ellison,MIN,1.6,2,2,1,16,0,0,0,0,0,0,2,2012
35, M. Mulligan,LAR,1.5,2,2,2,15,0,0,0,0,0,0,2,2012
36, Rob Housler,ARI,1.2,3,3,2,12,0,0,0,0,0,0,2,2012
37, David Ausberry,LVR,1.2,2,2,1,12,0,0,0,0,0,0,2,2012
38, Orson Charles,CIN,1.2,2,2,1,12,0,0,0,0,0,0,2,2012
39, Jeff King,ARI,1,4,4,2,10,0,0,0,0,0,0,2,2012
40, Garrett Celek,SF,1,3,3,2,10,0,0,0,0,0,0,2,2012
41, M. Bennett,NYG,0.9,2,2,1,9,0,0,0,0,0,0,2,2012
42, Clay Harbor,PHI,0.9,2,2,2,9,0,0,0,0,0,0,2,2012
43, Ed Dickson,BAL,0.8,2,2,1,8,0,0,0,0,0,0,2,2012
44, Charles Clay,MIA,0.8,2,2,1,8,0,0,0,0,0,0,2,2012
45, David Paulson,PIT,0.8,1,1,1,8,0,0,0,0,0,0,2,2012
46, John Carlson,MIN,0.7,2,2,1,7,0,0,0,0,0,0,2,2012
47, Dustin Keller,NYJ,0.6,1,1,1,6,0,0,0,0,0,0,2,2012
48, Taylor Thompson,TEN,0.5,1,1,1,5,0,0,0,0,0,0,2,2012
49, Craig Stevens,TEN,0.4,2,2,1,4,0,0,0,0,0,0,2,2012
50, Jimmy Graham,NO,0.4,2,2,1,4,0,0,0,0,0,0,2,2012
51, Dallas Clark,TB,0,1,1,0,0,0,0,0,0,0,0,2,2012
52, Daniel Graham,NO,0,0,0,0,0,0,0,0,0,0,0,2,2012
53, Randy McMichael,LAC,0,0,0,0,0,0,0,0,0,0,0,2,2012
54, David Thomas,NO,0,0,0,0,0,0,0,0,0,0,0,2,2012
55, Will Heller,DET,0,0,0,0,0,0,0,0,0,0,0,2,2012
56, Billy Bajema,BAL,0,0,0,0,0,0,0,0,0,0,0,2,2012
57, Alex Smith,CLE,0,0,0,0,0,0,0,0,0,0,0,2,2012
58, Delanie Walker,SF,0,2,2,0,0,0,0,0,0,0,0,2,2012
59, Leonard Pope,PIT,0,0,0,0,0,0,0,0,0,0,0,2,2012
60, Brian Jennings,SF,0,0,0,0,0,0,0,0,0,0,0,2,2012
61, Jake O'Connell,KC,0,0,0,0,0,0,0,0,0,0,0,2,2012
62, Bear Pascoe,NYG,0,0,0,0,0,0,0,0,0,0,0,2,2012
63, Evan Moore,SEA,0,0,0,0,0,0,0,0,0,0,0,2,2012
64, Jim Dray,ARI,0,0,0,0,0,0,0,0,0,0,0,2,2012
65, Anthony McCoy,SEA,0,1,1,0,0,0,0,0,0,0,0,2,2012
66, Garrett Graham,HOU,0,0,0,0,0,0,0,0,0,0,0,2,2012
67, Jeron Mastrud,MIA,0,0,0,0,0,0,0,0,0,0,0,2,2012
68, Logan Paulsen,WAS,0,0,0,0,0,0,0,0,0,0,0,2,2012
69, Virgil Green,DEN,0,0,0,0,0,0,0,0,0,0,0,2,2012
70, Lee Smith,BUF,0,0,0,0,0,0,0,0,0,0,0,2,2012
71, Luke Stocker,TB,0,0,0,0,0,0,0,0,0,0,0,2,2012
72, Niles Paul,WAS,0,0,0,0,0,0,0,0,0,0,0,2,2012
73, Tommy Gallarda,ATL,0,1,1,0,0,0,0,0,0,0,0,2,2012
74, Konrad Reuland,NYJ,0,1,1,0,0,0,0,0,0,0,0,2,2012
75, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,2,2012
76, Greg Scruggs,SEA,0,0,0,0,0,0,0,0,0,0,0,2,2012
77, Bradley Sowell,IND,0,0,0,0,0,0,0,0,0,0,0,2,2012
78, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,2,2012
79, James Hanna,DAL,0,0,0,0,0,0,0,0,0,0,0,2,2012
0,Antonio Gates,LAC,20.1,10,10,6,81,2,0,0,0,0,0,3,2012
1,Rob Gronkowski,NE,19.8,9,9,6,78,2,0,0,0,0,0,3,2012
2,Owen Daniels,HOU,16.5,15,15,10,105,1,0,0,0,0,0,3,2012
3,Dustin Keller,NYJ,15.3,7,7,7,93,1,0,0,0,0,0,3,2012
4,Dallas Clark,TB,15.1,9,9,8,91,1,0,0,0,0,0,3,2012
5,Tom Crabtree,GB,12.2,3,3,2,62,1,0,0,0,0,0,3,2012
6,Heath Miller,PIT,11.3,8,8,6,53,1,0,0,0,0,0,3,2012
7,David Thomas,NO,8.7,4,4,2,27,1,0,0,0,0,0,3,2012
8,M. Bennett,NYG,7.9,7,7,5,79,0,0,0,0,0,0,3,2012
9, Logan Paulsen,WAS,7.6,6,6,4,76,0,0,0,0,0,0,3,2012
10, Delanie Walker,SF,7.2,1,1,1,12,1,0,0,0,0,0,3,2012
11, Joel Dreessen,DEN,5.7,7,7,6,57,0,0,0,0,0,0,3,2012
12, Garrett Graham,HOU,5.7,7,7,5,57,0,0,0,0,0,0,3,2012
13, Aaron Hernandez,NE,5.4,7,7,5,54,0,0,0,0,0,0,3,2012
14, Rob Housler,ARI,5.4,7,7,5,54,0,0,0,0,0,0,3,2012
15, Jason Witten,DAL,4.4,8,8,6,44,0,0,0,0,0,0,3,2012
16, Brandon Myers,LVR,4.4,10,10,7,44,0,0,0,0,0,0,3,2012
17, J. Finley,GB,4.3,6,6,4,43,0,0,0,0,0,0,3,2012
18, B. Pettigrew,DET,3.9,6,6,5,39,0,0,0,0,0,2,3,2012
19, Jared Cook,TEN,3.7,5,5,2,37,0,0,0,0,0,0,3,2012
20, Benjamin Watson,CLE,3.6,3,3,3,36,0,0,0,0,0,0,3,2012
21, James Casey,HOU,3.3,5,4,2,27,0,1,6,0,0,0,3,2012
22, Dennis Pitta,BAL,3.3,8,8,5,33,0,0,0,0,0,0,3,2012
23, Luke Stocker,TB,3.3,1,1,1,33,0,0,0,0,0,0,3,2012
24, Greg Olsen,CAR,3.1,5,5,4,31,0,0,0,0,0,0,3,2012
25, Jacob Tamme,DEN,2.7,2,2,2,27,0,0,0,0,0,0,3,2012
26, Marcedes Lewis,JAC,2,3,3,3,20,0,0,0,0,0,0,3,2012
27, J. Gresham,CIN,1.9,5,5,3,19,0,0,0,0,0,0,3,2012
28, Craig Stevens,TEN,1.7,1,1,1,17,0,0,0,0,0,0,3,2012
29, Kyle Rudolph,MIN,1.7,6,6,2,17,0,0,0,0,0,0,3,2012
30, Coby Fleener,IND,1.7,2,2,2,17,0,0,0,0,0,0,3,2012
31, Scott Chandler,BUF,1.5,4,4,2,15,0,0,0,0,0,0,3,2012
32, Fred Davis,WAS,1.3,1,1,1,13,0,0,0,0,0,0,3,2012
33, Konrad Reuland,NYJ,1.1,1,1,1,11,0,0,0,0,0,0,3,2012
34, Dwayne Allen,IND,0.9,2,2,1,9,0,0,0,0,0,0,3,2012
35, David Paulson,PIT,0.7,1,1,1,7,0,0,0,0,0,0,3,2012
36, Randy McMichael,LAC,0.6,2,2,2,6,0,0,0,0,0,1,3,2012
37, Tony Scheffler,DET,0.6,3,3,1,6,0,0,0,0,0,0,3,2012
38, Ed Dickson,BAL,0.5,5,5,1,5,0,0,0,0,0,0,3,2012
39, Lance Kendricks,LAR,0.5,4,4,2,5,0,0,0,0,0,0,3,2012
40, Rhett Ellison,MIN,0.5,1,1,1,5,0,0,0,0,0,0,3,2012
41, Jeff Cumberland,NYJ,0.4,1,1,1,4,0,0,0,0,0,0,3,2012
42, Jordan Cameron,CLE,0.4,1,1,1,4,0,0,0,0,0,0,3,2012
43, Kellen Davis,CHI,0.3,2,2,1,3,0,0,0,0,0,0,3,2012
44, Niles Paul,WAS,-0.1,2,1,0,0,0,1,-1,0,0,0,3,2012
45, Daniel Graham,NO,0,0,0,0,0,0,0,0,0,0,0,3,2012
46, Vernon Davis,SF,0,0,0,0,0,0,0,0,0,0,0,3,2012
47, Jeff King,ARI,0,0,0,0,0,0,0,0,0,0,0,3,2012
48, Ben Hartsock,CAR,0,0,0,0,0,0,0,0,0,0,0,3,2012
49, Will Heller,DET,0,0,0,0,0,0,0,0,0,0,0,3,2012
50, Leonard Pope,PIT,0,0,0,0,0,0,0,0,0,0,0,3,2012
51, Brian Jennings,SF,0,0,0,0,0,0,0,0,0,0,0,3,2012
52, Zach Miller,SEA,0,2,2,0,0,0,0,0,0,0,0,3,2012
53, Matt Spaeth,CHI,0,1,1,0,0,0,0,0,0,0,0,3,2012
54, Dante Rosario,LAC,0,1,1,0,0,0,0,0,0,0,0,3,2012
55, Daniel Fells,NE,0,0,0,0,0,0,0,0,0,0,0,3,2012
56, John Carlson,MIN,0,0,0,0,0,0,0,0,0,0,0,3,2012
57, Gary Barnidge,CAR,0,0,0,0,0,0,0,0,0,0,0,3,2012
58, M. Mulligan,LAR,0,0,0,0,0,0,0,0,0,0,0,3,2012
59, John Phillips,DAL,0,0,0,0,0,0,0,0,0,0,0,3,2012
60, Bear Pascoe,NYG,0,1,1,0,0,0,0,0,0,0,0,3,2012
61, Evan Moore,SEA,0,1,1,0,0,0,0,0,0,0,0,3,2012
62, Zach Potter,JAC,0,1,1,0,0,0,0,0,0,0,0,3,2012
63, M. Hoomanawanui,NE,0,0,0,0,0,0,0,0,0,0,0,3,2012
64, Jim Dray,ARI,0,0,0,0,0,0,0,0,0,0,0,3,2012
65, Nate Byham,TB,0,0,0,0,0,0,0,0,0,0,0,3,2012
66, Anthony McCoy,SEA,0,1,1,0,0,0,0,0,0,0,0,3,2012
67, Dorin Dickerson,BUF,0,0,0,0,0,0,0,0,0,0,0,3,2012
68, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,3,2012
69, Virgil Green,DEN,0,0,0,0,0,0,0,0,0,0,0,3,2012
70, Ryan Taylor,GB,0,0,0,0,0,0,0,0,0,0,0,3,2012
71, DJ Williams,GB,0,0,0,0,0,0,0,0,0,0,0,3,2012
72, David Ausberry,LVR,0,0,0,0,0,0,0,0,0,0,0,3,2012
73, Lee Smith,BUF,0,0,0,0,0,0,0,0,0,0,0,3,2012
74, Kyle Adams,CHI,0,1,1,0,0,0,0,0,0,0,0,3,2012
75, Weslye Saunders,IND,0,0,0,0,0,0,0,0,0,0,0,3,2012
76, Mike McNeill,LAR,0,0,0,0,0,0,0,0,0,0,0,3,2012
77, Taylor Thompson,TEN,0,1,1,0,0,0,0,0,0,0,0,3,2012
78, Greg Scruggs,SEA,0,0,0,0,0,0,0,0,0,0,0,3,2012
79, Orson Charles,CIN,0,0,0,0,0,0,0,0,0,0,0,3,2012
80, Bradley Sowell,IND,0,0,0,0,0,0,0,0,0,0,0,3,2012
81, Garrett Celek,SF,0,0,0,0,0,0,0,0,0,0,0,3,2012
82, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,3,2012
83, James Hanna,DAL,0,0,0,0,0,0,0,0,0,0,0,3,2012
0,Rob Gronkowski,NE,26.6,13,13,8,146,2,0,0,0,0,0,4,2012
1,Jason Witten,DAL,16.7,22,22,18,167,0,0,0,0,0,0,4,2012
2,Jimmy Graham,NO,12.3,10,10,5,63,1,0,0,0,0,0,4,2012
3,Antonio Gates,LAC,11.7,7,7,5,57,1,0,0,0,0,0,4,2012
4,Heath Miller,PIT,10.6,6,6,4,46,1,0,0,0,0,0,4,2012
5,Logan Paulsen,WAS,10.2,14,14,9,102,0,0,0,0,0,0,4,2012
6,Zach Miller,SEA,8.2,5,5,2,22,1,0,0,0,0,0,4,2012
7,B. Pettigrew,DET,7.4,9,9,7,74,0,0,0,0,0,0,4,2012
8,John Phillips,DAL,7.4,3,3,3,14,1,0,0,0,0,0,4,2012
9, Kellen Davis,CHI,7.2,1,1,1,12,1,0,0,0,0,0,4,2012
10, Greg Olsen,CAR,7.1,14,14,8,71,0,0,0,0,0,0,4,2012
11, Dustin Keller,NYJ,6.7,11,11,7,67,0,0,0,0,0,0,4,2012
12, Anthony Fasano,MIA,6.4,2,2,1,4,1,0,0,0,0,0,4,2012
13, Leonard Pope,PIT,6.1,1,1,1,1,1,0,0,0,0,0,4,2012
14, Niles Paul,WAS,5.9,3,3,2,59,0,0,0,0,0,0,4,2012
15, Tony Moeaki,KC,5.7,8,8,4,57,0,0,0,0,0,0,4,2012
16, Dwayne Allen,IND,5.6,5,5,4,56,0,0,0,0,0,1,4,2012
17, Brandon Myers,LVR,4.9,3,3,3,49,0,0,0,0,0,0,4,2012
18, Tony Scheffler,DET,4.6,8,8,4,46,0,0,0,0,0,0,4,2012
19, Jared Cook,TEN,4.5,4,4,3,45,0,0,0,0,0,0,4,2012
20, Virgil Green,DEN,4.4,3,3,3,44,0,0,0,0,0,0,4,2012
21, Jeff King,ARI,4.3,3,3,3,43,0,0,0,0,0,0,4,2012
22, Delanie Walker,SF,3.8,3,3,2,38,0,0,0,0,0,0,4,2012
23, Vernon Davis,SF,3.4,2,2,2,34,0,0,0,0,0,0,4,2012
24, Jacob Tamme,DEN,3.3,4,4,3,33,0,0,0,0,0,0,4,2012
25, Brent Celek,PHI,3.2,5,5,3,32,0,0,0,0,0,0,4,2012
26, Lance Kendricks,LAR,3.2,4,4,4,32,0,0,0,0,0,0,4,2012
27, Rob Housler,ARI,3.2,5,5,4,32,0,0,0,0,0,0,4,2012
28, Tony Gonzalez,ATL,2.9,5,5,3,29,0,0,0,0,0,0,4,2012
29, M. Bennett,NYG,2.9,6,6,4,29,0,0,0,0,0,0,4,2012
30, Anthony McCoy,SEA,2.7,2,2,2,27,0,0,0,0,0,0,4,2012
31, Ben Hartsock,CAR,2.5,1,1,1,25,0,0,0,0,0,0,4,2012
32, J. Finley,GB,2.4,6,6,2,24,0,0,0,0,0,0,4,2012
33, Coby Fleener,IND,2.4,3,3,2,24,0,0,0,0,0,0,4,2012
34, Marcedes Lewis,JAC,2.1,7,7,2,21,0,0,0,0,0,0,4,2012
35, Gary Barnidge,CAR,2,2,2,2,20,0,0,0,0,0,0,4,2012
36, M. Mulligan,LAR,1.8,2,2,1,18,0,0,0,0,0,0,4,2012
37, Jake O'Connell,KC,1.8,3,3,3,18,0,0,0,0,0,0,4,2012
38, M. Hoomanawanui,NE,1.8,1,1,1,18,0,0,0,0,0,0,4,2012
39, Craig Stevens,TEN,1.5,3,3,2,15,0,0,0,0,0,0,4,2012
40, Benjamin Watson,CLE,1.4,4,4,1,14,0,0,0,0,0,0,4,2012
41, Jordan Cameron,CLE,1.2,4,4,1,12,0,0,0,0,0,0,4,2012
42, Mike McNeill,LAR,1.2,2,2,2,12,0,0,0,0,0,0,4,2012
43, Dante Rosario,LAC,1.1,6,6,2,11,0,0,0,0,0,0,4,2012
44, Weslye Saunders,IND,1.1,1,1,1,11,0,0,0,0,0,0,4,2012
45, Alex Smith,CLE,0.1,3,3,1,1,0,0,0,0,0,0,4,2012
46, Chris Cooley,WAS,0,2,2,0,0,0,0,0,0,0,0,4,2012
47, Randy McMichael,LAC,0,0,0,0,0,0,0,0,0,0,0,4,2012
48, David Thomas,NO,0,0,0,0,0,0,0,0,0,0,0,4,2012
49, Will Heller,DET,0,0,0,0,0,0,0,0,0,0,0,4,2012
50, Brian Jennings,SF,0,0,0,0,0,0,0,0,0,0,0,4,2012
51, Matt Spaeth,CHI,0,2,2,0,0,0,0,0,0,0,0,4,2012
52, Joel Dreessen,DEN,0,2,2,0,0,0,0,0,0,0,0,4,2012
53, Daniel Fells,NE,0,0,0,0,0,0,0,0,0,0,0,4,2012
54, Bear Pascoe,NYG,0,0,0,0,0,0,0,0,0,0,0,4,2012
55, Evan Moore,SEA,0,1,1,0,0,0,0,0,0,0,0,4,2012
56, Tom Crabtree,GB,0,1,1,0,0,0,0,0,0,0,0,4,2012
57, Zach Potter,JAC,0,0,0,0,0,0,0,0,0,0,0,4,2012
58, Clay Harbor,PHI,0,0,0,0,0,0,0,0,0,0,0,4,2012
59, Jim Dray,ARI,0,0,0,0,0,0,0,0,0,0,0,4,2012
60, Michael Palmer,ATL,0,0,0,0,0,0,0,0,0,0,0,4,2012
61, Richie Brockel,CAR,0,0,0,0,0,0,0,0,0,0,0,4,2012
62, Jeron Mastrud,MIA,0,0,0,0,0,0,0,0,0,0,0,4,2012
63, Steve Maneri,KC,0,0,0,0,0,0,0,0,0,0,0,4,2012
64, Ryan Taylor,GB,0,0,0,0,0,0,0,0,0,0,0,4,2012
65, DJ Williams,GB,0,2,2,0,0,0,0,0,0,0,0,4,2012
66, David Ausberry,LVR,0,0,0,0,0,0,0,0,0,0,0,4,2012
67, Richard Gordon,LVR,0,0,0,0,0,0,0,0,0,0,0,4,2012
68, Charles Clay,MIA,0,1,1,0,0,0,0,0,0,0,0,4,2012
69, Kyle Adams,CHI,0,0,0,0,0,0,0,0,0,0,0,4,2012
70, Tommy Gallarda,ATL,0,0,0,0,0,0,0,0,0,0,0,4,2012
71, Konrad Reuland,NYJ,0,1,1,0,0,0,0,0,0,0,0,4,2012
72, Hayden Smith,NYJ,0,0,0,0,0,0,0,0,0,0,0,4,2012
73, Taylor Thompson,TEN,0,0,0,0,0,0,0,0,0,0,0,4,2012
74, Greg Scruggs,SEA,0,0,0,0,0,0,0,0,0,0,0,4,2012
75, David Paulson,PIT,0,0,0,0,0,0,0,0,0,0,0,4,2012
76, Bradley Sowell,IND,0,0,0,0,0,0,0,0,0,0,0,4,2012
77, Garrett Celek,SF,0,0,0,0,0,0,0,0,0,0,0,4,2012
78, Beau Brinkley,TEN,0,0,0,0,0,0,0,0,0,0,0,4,2012
79, James Hanna,DAL,0,1,1,0,0,0,0,0,0,0,0,4,2012
0,Greg Olsen,CAR,22.2,10,10,9,102,2,0,0,0,0,0,5,2012
1,Brandon Myers,LVR,17.9,13,13,8,59,2,0,0,0,0,0,5,2012
2,Tom Crabtree,GB,13.2,2,2,1,72,1,0,0,0,0,0,5,2012
3,Jimmy Graham,NO,13.2,11,11,8,72,1,0,0,0,0,0,5,2012
4,Joel Dreessen,DEN,12.9,7,7,6,69,1,0,0,0,0,0,5,2012
5,Owen Daniels,HOU,12.2,8,8,4,62,1,0,0,0,0,0,5,2012
6,J. Gresham,CIN,10.8,8,8,6,108,0,0,0,0,0,0,5,2012
7,Dwayne Allen,IND,10.6,9,9,8,106,0,0,0,0,0,0,5,2012
8,Charles Clay,MIA,9.1,1,1,1,31,1,0,0,0,0,0,5,2012
9, Marcedes Lewis,JAC,7.7,10,10,7,77,0,0,0,0,0,0,5,2012
10, Garrett Graham,HOU,7.1,2,2,2,11,1,0,0,0,0,0,5,2012
11, Rob Housler,ARI,5.5,9,9,5,55,0,0,0,0,0,0,5,2012
12, Jason Witten,DAL,5.1,8,8,7,51,0,0,0,0,0,0,5,2012
13, Scott Chandler,BUF,5.1,5,5,3,51,0,0,0,0,0,0,5,2012
14, James Casey,HOU,4.9,3,3,3,49,0,0,0,0,0,0,5,2012
15, Heath Miller,PIT,4.8,5,5,4,48,0,0,0,0,0,0,5,2012
